headline,source,publish_date,year,url,source_split
Calls for NYC Mayor Eric Adams to resign are growing louder,NBC,2024-09-25,2024,https://www.nbcnews.com/news/us-news/aoc-says-embattled-nyc-mayor-eric-adams-resign-good-city-rcna172726,starter
"Meet the American who wrote the moon-landing software: Margaret Hamilton, computer whiz mom",FoxNews,2024-03-22,2024,https://www.foxnews.com/lifestyle/meet-american-who-wrote-moon-landing-software-margaret-hamilton-computer-whiz-mom,starter
Biden admin hit with lawsuit over eco actions that industry says could cost million jobs,FoxNews,2023-07-20,2023,https://www.foxnews.com/politics/biden-admin-hit-lawsuit-eco-actions-industry-says-cost-million-jobs,starter
Gaza Strip experiencing internet outages and electricity cuts after bombings,NBC,2023-10-09,2023,https://www.nbcnews.com/news/world/gaza-strip-experiencing-internet-outages-electricity-cuts-bombings-rcna119564,starter
11 monumental Kentucky Derby moments from years past,FoxNews,2023-05-04,2023,https://www.foxnews.com/sports/kentucky-derby-most-memorable-races-history,starter
"Harris, Trump, hold dueling campaign events in race to win the biggest battleground",FoxNews,2024-08-18,2024,https://www.foxnews.com/politics/harris-trump-hold-dueling-campaign-events-race-win-biggest-battleground,starter
"For One Direction fans, Liam Payne's death is a 'watershed' moment",NBC,2024-10-18,2024,https://www.nbcnews.com/pop-culture/one-direction-fans-mourn-liam-payne-rcna175822,starter
Taylor Swift endorses Joe Biden for President,NBC,2020-10-07,2020,https://www.nbcnews.com/politics/2020-election/taylor-swift-endorses-joe-biden-president-n1242483,starter
Where abortion rights could be on the ballot this fall: From the Politics Desk,NBC,2024-04-01,2024,https://www.nbcnews.com/politics/abortion-rights-ballot-fall-politics-desk-rcna145908,starter
Biden’s Charlottesville moment? POTUS torched for telling DNC anti-Israel mob outside they ‘have a point’,FoxNews,2024-08-20,2024,https://www.foxnews.com/politics/bidens-charlottesville-moment-potus-torched-telling-dnc-anti-israel-mob-outside-has-point,starter
Qatar re-evaluating its role as mediator in Gaza cease-fire talks,NBC,2024-04-18,2024,https://www.nbcnews.com/news/world/qatar-re-evaluating-role-mediator-gaza-cease-fire-talks-rcna148336,starter
Arizona students raise nearly $10K for heart surgery for teacher's wife: 'Made me cry',FoxNews,2023-07-27,2023,https://www.foxnews.com/lifestyle/arizona-students-raise-nearly-10k-heart-surgery-teachers-wife-made-me-cry,starter
"Racism, sexism must be considered in Atlanta case involving killing of six Asian women, experts say",NBC,2021-03-17,2021,https://www.nbcnews.com/news/asian-america/racism-sexism-must-be-considered-atlanta-case-involving-killing-six-n1261347,starter
'There's only one': Battleground state voters reveal which presidential candidate they prefer on the economy,FoxNews,2024-10-16,2024,https://www.foxnews.com/media/one-battleground-state-voters-reveal-presidential-candidate-prefer-economy,starter
"TikTok’s content on some political subjects aligns with the Chinese government, study says",NBC,2023-12-21,2023,https://www.nbcnews.com/tech/tiktoks-content-political-subjects-aligns-chinese-government-study-say-rcna130448,starter
"Meet the American who reported the first sensational UFO encounters, Puritan leader John Winthrop",FoxNews,2024-09-27,2024,https://www.foxnews.com/lifestyle/meet-american-who-reported-first-sensational-ufo-encounters-puritan-leader-john-winthrop,starter
Washington Post columnist panned for calling Kamala Harris a 'small-c conservative',FoxNews,2020-08-12,2020,https://www.foxnews.com/media/washington-post-kamala-harris-small-c-conservative,starter
"Drug overdose deaths drop in U.S. as other deaths of despair rise, report finds",NBC,2020-05-21,2020,https://www.nbcnews.com/health/mental-health/drug-overdose-deaths-drop-u-s-other-deaths-despair-rise-n1211376,starter
Cease-fire talks advance in Egypt even as Israel threatens to invade Rafah,NBC,2024-05-04,2024,https://www.nbcnews.com/news/world/cease-fire-talks-advance-israel-threatens-rafah-invasion-rcna150698,starter
"State Department failed to plan or respond fast enough in Afghanistan collapse, new U.S. report finds",NBC,2023-07-01,2023,https://www.nbcnews.com/politics/politics-news/state-department-failed-plan-respond-fast-enough-afghanistan-collapse-rcna92153,starter
"Dodgers dominate Mets again, take commanding 3-1 lead in NLCS",FoxNews,2024-10-18,2024,https://www.foxnews.com/sports/dodgers-dominate-mets-again-take-commanding-3-1-lead-nlcs.print,starter
"AOC files articles of impeachment against Justices Alito, Thomas, alleges 'unchecked corruption'",FoxNews,2024-07-10,2024,https://www.foxnews.com/politics/aoc-files-articles-impeachment-against-justices-alito-thomas-alleges-unchecked-corruption,starter
"Lori Loughlin, Mossimo Giannulli officially plead guilty in college admissions scandal case",FoxNews,2020-05-22,2020,https://www.foxnews.com/entertainment/lori-loughlin-mossimo-giannulli-officially-plead-guilty-in-college-admissions-scandal-case,starter
New poll reveals which voter group are fueling Trump to a narrow edge over Harris in battleground,FoxNews,2024-10-08,2024,https://www.foxnews.com/politics/new-poll-which-voter-group-fueling-trump-narrow-edge-over-harris-battleground.print,starter
Trump's election fight includes over 50 lawsuits. It's not going well.,NBC,2020-11-23,2020,https://www.nbcnews.com/politics/2020-election/trump-s-election-fight-includes-over-30-lawsuits-it-s-n1248289,starter
IDF shares video of Hamas leader Yahya Sinwar escaping through tunnel network,FoxNews,2024-02-13,2024,https://www.foxnews.com/world/idf-shares-video-hamas-leader-yahya-sinwar-escaping-tunnel-network,starter
JD Vance accuses Tim Walz of lying about IVF experience,NBC,2024-08-21,2024,https://www.nbcnews.com/health/health-news/jd-vance-accuses-tim-walz-lying-ivf-rcna167434,starter
USA Powerlifting applauds appeals court decision after transgender woman claimed discrimination,FoxNews,2024-03-19,2024,https://www.foxnews.com/politics/usa-powerlifting-applauds-appeals-court-decision-after-transgender-woman-claimed-discrimination,starter
Inside San Jose State's police battle to protect women's athletes threatened by a transgender culture war,FoxNews,2024-10-18,2024,https://www.foxnews.com/sports/san-jose-state-police-battle-womens-volleyball-transgender-culture-war,starter
Trump gets big post-debate boost in new polls after Biden's botched performance,FoxNews,2024-07-03,2024,https://www.foxnews.com/politics/trump-gets-big-post-debate-boost-new-poll-after-bidens-botched-performance,starter
"In an election year, Americans need fewer hot takes and more cool-headed reasoning",FoxNews,2024-09-14,2024,https://www.foxnews.com/lifestyle/election-year-americans-need-fewer-hot-takes-cool-headed-reasoning.print,starter
CNN data guru says Harris is 'struggling among voters of color' in the Sun Belt: 'Really interesting',FoxNews,2024-09-24,2024,https://www.foxnews.com/media/cnn-data-guru-says-harris-struggling-among-voters-color-sun-belt-really-interesting.print,starter
North Korea unveils daughter of Kim Jong Un at missile launch site,FoxNews,2022-11-19,2022,https://www.foxnews.com/world/north-korea-unveils-daughter-kim-jong-un-missile-launch,starter
"Sharon Stone, 63, 'hanging out' with rapper RMR, 25: report",FoxNews,2021-07-06,2021,https://www.foxnews.com/entertainment/sharon-stone-hanging-out-rapper-rmr-report,starter
Sen Chuck Grassley explains link between high food and energy prices,FoxNews,2022-07-01,2022,https://www.foxnews.com/media/sen-chuck-grassley-link-high-food-energy-prices,starter
North Carolina manhunt launched for convicted murderer who escaped on way to hospital: sheriff,FoxNews,2024-08-13,2024,https://www.foxnews.com/us/north-carolina-manhunt-launched-convicted-murderer-escaped-way-hospital-sheriff.print,starter
Candy tours of America: 5 delectable destinations for sweet family memories,FoxNews,2024-04-13,2024,https://www.foxnews.com/food-drink/candy-tours-america-5-destinations-sweet-family-memories,starter
"Democrats try to censor, remove RFK Jr. at hearing on censorship",FoxNews,2023-07-20,2023,https://www.foxnews.com/politics/democrats-censor-remove-rfk-jr-hearing-censorship-despicable-comments.print,starter
Biden says Supreme Court reforms needed to counter 'extreme and unchecked agenda',NBC,2024-07-29,2024,https://www.nbcnews.com/politics/supreme-court/biden-call-supreme-court-reforms-constitutional-limits-presidential-im-rcna163970,starter
Trump has indefinitely delayed his Jan. 6 criminal trial. Hundreds of his supporters haven't been so lucky.,NBC,2024-03-20,2024,https://www.nbcnews.com/politics/justice-department/trump-indefinitely-delayed-jan-6-criminal-trial-hundreds-supporters-ha-rcna142349,starter
Supreme Court immunity ruling raises fears about future lawless presidents,NBC,2024-07-01,2024,https://www.nbcnews.com/politics/supreme-court/supreme-court-immunity-ruling-raises-fears-future-lawless-presidents-rcna159827,starter
Hamas says hostage guards in Gaza are operating under new instructions,NBC,2024-09-03,2024,https://www.nbcnews.com/news/world/hamas-says-hostage-guards-gaza-are-operating-new-instructions-rcna169276,starter
"NJ teen stabbed at popular boardwalk, 'civil unrest' hits another beach town",FoxNews,2024-05-27,2024,https://www.foxnews.com/us/nj-teen-stabbed-popular-boardwalk-civil-unrest-hits-another-beach-town,starter
"13+ Best Treatments and Products for a Dry, Itchy Scalp",NBC,2025-09-02,2025,https://www.nbcnews.com/select/shopping/best-scalp-treatments-for-healthy-hair-rcna122565,starter
Trump defense challenges jury selection in criminal hush money trial,FoxNews,2024-04-12,2024,https://www.foxnews.com/politics/trump-defense-challenges-jury-selection-criminal-hush-money-trial.print,starter
"Israel says it conducted retaliatory strikes against Hezbollah in Lebanon, struck Hamas in Gaza",FoxNews,2024-09-22,2024,https://www.foxnews.com/world/israel-says-conducted-retaliatory-strikes-against-hezbollah-lebanon-struck-hamas-gaza.print,starter
"IVF doctors, patients fearful after Alabama court rules embryos are children",NBC,2024-02-21,2024,https://www.nbcnews.com/health/health-news/ivf-doctors-patients-fearful-alabama-court-rules-embryos-are-children-rcna139636,starter
Judge Aileen Cannon denies another Trump motion to dismiss classified documents case,NBC,2024-06-11,2024,https://www.nbcnews.com/politics/donald-trump/judge-cannon-denies-another-motion-trump-dismiss-classified-documents-rcna156482,starter
"Sinwar's removal from battlefield is ‘significant,’ presents opportunity for cease-fire, State Department says",FoxNews,2024-10-17,2024,https://www.foxnews.com/world/sinwars-removal-from-battlefield-significant-presents-opportunity-cease-fire-state-department-says,starter
"Olivia Jade's influencer brand is a 'dumpster fire' and 'dangerous to advertisers,' says expert",FoxNews,2020-06-03,2020,https://www.foxnews.com/entertainment/olivia-jade-influencer-brand-dumpster-fire-expert,starter
"As an election denier became speaker, a Capitol officer testified that Jan. 6 tore her life apart",NBC,2023-10-26,2023,https://www.nbcnews.com/politics/justice-department/election-denier-became-speaker-capitol-officer-testified-jan-6-tore-li-rcna122234,starter
Critics drag Harris for 'cringe' pre-recorded video aired during Catholic charity dinner,FoxNews,2024-10-18,2024,https://www.foxnews.com/politics/critics-drag-harris-cringe-pre-recorded-video-aired-during-catholic-charity-dinner.print,starter
Defense Secretary Lloyd Austin resumes duty after undergoing procedure at Walter Reed,NBC,2024-05-25,2024,https://www.nbcnews.com/politics/politics-news/defense-secretary-lloyd-austin-resumes-duty-undergoing-procedure-walte-rcna154031,starter
Sen. Ron Johnson releases preliminary findings of probe into Trump assassination attempt,FoxNews,2024-07-22,2024,https://www.foxnews.com/politics/sen-ron-johnson-releases-preliminary-findings-probe-trump-assassination-attempt,starter
Israel withdrawing some units from Gaza,NBC,2024-01-01,2024,https://www.nbcnews.com/news/world/israel-withdrawing-units-gaza-rcna131800,starter
Chinese official talks with North Korean counterpart in the nations' highest-level meeting in years,NBC,2024-04-12,2024,https://www.nbcnews.com/news/world/china-north-korea-official-talks-rcna147523,starter
Puerto Rico hit by a 5.0 quake amid ongoing seismic activity,NBC,2020-01-25,2020,https://www.nbcnews.com/news/latino/puerto-rico-hit-5-0-quake-amid-ongoing-seismic-activity-n1123146,starter
"Financial sextortion most often targets teen boys via Instagram, according to new data",NBC,2024-06-24,2024,https://www.nbcnews.com/tech/security/financial-sextortion-often-targets-teen-boys-instagram-according-new-d-rcna157790,starter
Israeli military recovers bodies of 3 more hostages from Gaza,NBC,2024-05-24,2024,https://www.nbcnews.com/news/world/israeli-military-recovers-bodies-3-hostages-killed-oct-7-gaza-hamas-rcna153869,starter
"Biden touts reduction in crime, slams Republican response to gun violence in Thursday press conference",FoxNews,2024-09-26,2024,https://www.foxnews.com/politics/biden-harris-speak-from-rose-garden-after-announcing-executive-actions-aimed-reducing-gun-violence.print,starter
NRSC launches funds to give Republican Senate candidates a 'war chest' for key 2024 Senate races,FoxNews,2023-03-02,2023,https://www.foxnews.com/politics/nrsc-launches-funds-give-republican-senate-candidates-war-chest-key-2024-senate-races,starter
"Haitian refugees ‘don’t understand the laws,’ former lawmaker says amid fatal wreck, cultural clashes",FoxNews,2024-09-12,2024,https://www.foxnews.com/politics/haitian-refugees-dont-understand-laws-lawmaker-says-amid-fatal-wreck-cultural-clashes,starter
"Reducing salt intake by just 1 teaspoon a day has same effect as blood pressure meds, study finds",FoxNews,2023-11-17,2023,https://www.foxnews.com/health/reducing-salt-intake-1-teaspoon-day-same-effect-blood-pressure-meds-study-finds,starter
Reporters get rare glimpse of the U.S. military's troubled pier system in Gaza,NBC,2024-06-25,2024,https://www.nbcnews.com/investigations/reporters-get-rare-glimpse-us-militarys-troubled-pier-system-gaza-rcna158833,starter
Why the Gaiam Balance Disc is essential for my desk chair setup,NBC,2020-10-28,2020,https://www.nbcnews.com/select/shopping/gaiam-balance-disc-wobble-cushion-ncna1244965,starter
